tabela,periodicidade,unidade_tipo,codigo,descricao,nivel,periodo,valor
1.4-A,mensal,constante_ipca,,CUSTEIO ADMINISTRATIVO (1 + 2 + 3 + 4 + 5 + 6 + 7 + 8 + 9),1,2011-01,5494.110243307531
1.4-A,mensal,constante_ipca,,CUSTEIO ADMINISTRATIVO (1 + 2 + 3 + 4 + 5 + 6 + 7 + 8 + 9),1,2011-02,5201.056064583131
1.4-A,mensal,constante_ipca,,CUSTEIO ADMINISTRATIVO (1 + 2 + 3 + 4 + 5 + 6 + 7 + 8 + 9),1,2011-03,5950.19205540558
1.4-A,mensal,constante_ipca,,CUSTEIO ADMINISTRATIVO (1 + 2 + 3 + 4 + 5 + 6 + 7 + 8 + 9),1,2011-04,5828.964688165475
1.4-A,mensal,constante_ipca,,CUSTEIO ADMINISTRATIVO (1 + 2 + 3 + 4 + 5 + 6 + 7 + 8 + 9),1,2011-05,5833.554172298796
1.4-A,mensal,constante_ipca,,CUSTEIO ADMINISTRATIVO (1 + 2 + 3 + 4 + 5 + 6 + 7 + 8 + 9),1,2011-06,5769.360422384696
1.4-A,mensal,constante_ipca,,CUSTEIO ADMINISTRATIVO (1 + 2 + 3 + 4 + 5 + 6 + 7 + 8 + 9),1,2011-07,5920.349287191364
1.4-A,mensal,constante_ipca,,CUSTEIO ADMINISTRATIVO (1 + 2 + 3 + 4 + 5 + 6 + 7 + 8 + 9),1,2011-08,5954.523625101956
1.4-A,mensal,constante_ipca,,CUSTEIO ADMINISTRATIVO (1 + 2 + 3 + 4 + 5 + 6 + 7 + 8 + 9),1,2011-09,5975.074071213076
1.4-A,mensal,constante_ipca,,CUSTEIO ADMINISTRATIVO (1 + 2 + 3 + 4 + 5 + 6 + 7 + 8 + 9),1,2011-10,6040.8013034658525
1.4-A,mensal,constante_ipca,,CUSTEIO ADMINISTRATIVO (1 + 2 + 3 + 4 + 5 + 6 + 7 + 8 + 9),1,2011-11,5876.522573791062
