tabela,periodicidade,unidade_tipo,codigo,descricao,nivel,periodo,valor
2.3-A,anual,pct_pib,1,INVESTIMENTO TOTAL (1 + 2 + 3),1,2008,0.009037814606588741
2.3-A,anual,pct_pib,1,INVESTIMENTO TOTAL (1 + 2 + 3),1,2009,0.01020338213448531
2.3-A,anual,pct_pib,1,INVESTIMENTO TOTAL (1 + 2 + 3),1,2010,0.011513890692119005
2.3-A,anual,pct_pib,1,INVESTIMENTO TOTAL (1 + 2 + 3),1,2011,0.012026069002470241
2.3-A,anual,pct_pib,1,INVESTIMENTO TOTAL (1 + 2 + 3),1,2012,0.012347205116560962
2.3-A,anual,pct_pib,1,INVESTIMENTO TOTAL (1 + 2 + 3),1,2013,0.011858353955723802
2.3-A,anual,pct_pib,1,INVESTIMENTO TOTAL (1 + 2 + 3),1,2014,0.013416910732669865
2.3-A,anual,pct_pib,1,INVESTIMENTO TOTAL (1 + 2 + 3),1,2015,0.009261829093427052
2.3-A,anual,pct_pib,1,INVESTIMENTO TOTAL (1 + 2 + 3),1,2016,0.010338089091126908
2.3-A,anual,pct_pib,1,INVESTIMENTO TOTAL (1 + 2 + 3),1,2017,0.006938600022944265
2.3-A,anual,pct_pib,1,INVESTIMENTO TOTAL (1 + 2 + 3),1,2018,0.0075858877122391135
2.3-A,anual,pct_pib,1,INVESTIMENTO TOTAL (1 + 2 + 3),1,2019,0.007659000212404919
2.3-A,anual,pct_pib,1,INVESTIMENTO TOTAL (1 + 2 + 3),1,2020,0.013785815161197718
2.3-A,anual,pct_pib,1,INVESTIMENTO TOTAL (1 + 2 + 3),1,2021,0.006305741256629302
2.3-A,anual,pct_pib,1,INVESTIMENTO TOTAL (1 + 2 + 3),1,2022,0.004469850269669731
2.3-A,anual,pct_pib,1,INVESTIMENTO TOTAL (1 + 2 + 3),1,2023,0.007435142791800665
2.3-A,anual,pct_pib,1,INVESTIMENTO TOTAL (1 + 2 + 3),1,2024,0.0073096420493535255
2.3-A,anual,pct_pib,1,INVESTIMENTO TOTAL (1 + 2 + 3),1,2025,0.006547546397127946
2.3-A,anual,pct_pib,1.1,Investimentos (GND 4),2,2008,0.008396830106767604
2.3-A,anual,pct_pib,1.1,Investimentos (GND 4),2,2009,0.0096462530037464
2.3-A,anual,pct_pib,1.1,Investimentos (GND 4),2,2010,0.011498547290071236
2.3-A,anual,pct_pib,1.1,Investimentos (GND 4),2,2011,0.009581069629884267
2.3-A,anual,pct_pib,1.1,Investimentos (GND 4),2,2012,0.009735380147332759
2.3-A,anual,pct_pib,1.1,Investimentos (GND 4),2,2013,0.008869021151638465
2.3-A,anual,pct_pib,1.1,Investimentos (GND 4),2,2014,0.009900423647197506
2.3-A,anual,pct_pib,1.1,Investimentos (GND 4),2,2015,0.006496263077588577
2.3-A,anual,pct_pib,1.1,Investimentos (GND 4),2,2016,0.007664524196237367
2.3-A,anual,pct_pib,1.1,Investimentos (GND 4),2,2017,0.005748153139464174
2.3-A,anual,pct_pib,1.1,Investimentos (GND 4),2,2018,0.005896024361869687
2.3-A,anual,pct_pib,1.1,Investimentos (GND 4),2,2019,0.005118330529635736
2.3-A,anual,pct_pib,1.1,Investimentos (GND 4),2,2020,0.005522055380924587
2.3-A,anual,pct_pib,1.1,Investimentos (GND 4),2,2021,0.003996536288712431
2.3-A,anual,pct_pib,1.1,Investimentos (GND 4),2,2022,0.004031785531665561
2.3-A,anual,pct_pib,1.1,Investimentos (GND 4),2,2023,0.005368586807677636
2.3-A,anual,pct_pib,1.1,Investimentos (GND 4),2,2024,0.005104444993772306
2.3-A,anual,pct_pib,1.1,Investimentos (GND 4),2,2025,0.005489075828490118
2.3-A,anual,pct_pib,1.1.01,Legislativa,3,2008,2.570538536798831e-05
2.3-A,anual,pct_pib,1.1.01,Legislativa,3,2009,1.9203666608528433e-05
2.3-A,anual,pct_pib,1.1.01,Legislativa,3,2010,2.672359028915964e-05
2.3-A,anual,pct_pib,1.1.01,Legislativa,3,2011,3.1419539794422626e-05
2.3-A,anual,pct_pib,1.1.01,Legislativa,3,2012,2.0263093235676628e-05
2.3-A,anual,pct_pib,1.1.01,Legislativa,3,2013,1.7136505214718174e-05
2.3-A,anual,pct_pib,1.1.01,Legislativa,3,2014,2.977261328648012e-05
2.3-A,anual,pct_pib,1.1.01,Legislativa,3,2015,3.157326542431235e-05
2.3-A,anual,pct_pib,1.1.01,Legislativa,3,2016,3.689276168764517e-05
2.3-A,anual,pct_pib,1.1.01,Legislativa,3,2017,1.74761388742652e-05
2.3-A,anual,pct_pib,1.1.01,Legislativa,3,2018,1.117627006383677e-05
2.3-A,anual,pct_pib,1.1.01,Legislativa,3,2019,7.540518623113128e-06
2.3-A,anual,pct_pib,1.1.01,Legislativa,3,2020,1.093436082800492e-05
2.3-A,anual,pct_pib,1.1.01,Legislativa,3,2021,8.63258393356172e-06
2.3-A,anual,pct_pib,1.1.01,Legislativa,3,2022,9.121468569517234e-06
2.3-A,anual,pct_pib,1.1.01,Legislativa,3,2023,1.0817435709320672e-05
2.3-A,anual,pct_pib,1.1.01,Legislativa,3,2024,1.2681840286425982e-05
2.3-A,anual,pct_pib,1.1.01,Legislativa,3,2025,1.0332031159503577e-05
2.3-A,anual,pct_pib,1.1.02,Judiciária,3,2008,0.0002573639628440508
2.3-A,anual,pct_pib,1.1.02,Judiciária,3,2009,0.00020438733865497588
