tabela,periodicidade,unidade_tipo,codigo,descricao,nivel,periodo,valor
2.5-A,anual,pct_pib,1,TRANSF. POR REPARTIÇÃO DE RECEITA,1,2008,0.04103754373615071
2.5-A,anual,pct_pib,1,TRANSF. POR REPARTIÇÃO DE RECEITA,1,2009,0.03589662676973211
2.5-A,anual,pct_pib,1,TRANSF. POR REPARTIÇÃO DE RECEITA,1,2010,0.03429903347826254
2.5-A,anual,pct_pib,1,TRANSF. POR REPARTIÇÃO DE RECEITA,1,2011,0.037231545297317474
2.5-A,anual,pct_pib,1,TRANSF. POR REPARTIÇÃO DE RECEITA,1,2012,0.035597496587111574
2.5-A,anual,pct_pib,1,TRANSF. POR REPARTIÇÃO DE RECEITA,1,2013,0.03426987940355449
2.5-A,anual,pct_pib,1,TRANSF. POR REPARTIÇÃO DE RECEITA,1,2014,0.03434542217067259
2.5-A,anual,pct_pib,1,TRANSF. POR REPARTIÇÃO DE RECEITA,1,2015,0.033989718273826755
2.5-A,anual,pct_pib,1,TRANSF. POR REPARTIÇÃO DE RECEITA,1,2016,0.036199071898506255
2.5-A,anual,pct_pib,1,TRANSF. POR REPARTIÇÃO DE RECEITA,1,2017,0.03467312766789223
2.5-A,anual,pct_pib,1,TRANSF. POR REPARTIÇÃO DE RECEITA,1,2018,0.03664922973463812
2.5-A,anual,pct_pib,1,TRANSF. POR REPARTIÇÃO DE RECEITA,1,2019,0.039023922082966865
2.5-A,anual,pct_pib,1,TRANSF. POR REPARTIÇÃO DE RECEITA,1,2020,0.03466773378562066
2.5-A,anual,pct_pib,1,TRANSF. POR REPARTIÇÃO DE RECEITA,1,2021,0.03923277430347877
2.5-A,anual,pct_pib,1,TRANSF. POR REPARTIÇÃO DE RECEITA,1,2022,0.0453581937883293
2.5-A,anual,pct_pib,1,TRANSF. POR REPARTIÇÃO DE RECEITA,1,2023,0.04127294647312475
2.5-A,anual,pct_pib,1,TRANSF. POR REPARTIÇÃO DE RECEITA,1,2024,0.04394516574315675
2.5-A,anual,pct_pib,1,TRANSF. POR REPARTIÇÃO DE RECEITA,1,2025,0.04472295449809624
2.5-A,anual,pct_pib,1.1,FPM / FPE / IPI-EE,2,2008,0.03276082865256417
2.5-A,anual,pct_pib,1.1,FPM / FPE / IPI-EE,2,2009,0.029262134166001857
2.5-A,anual,pct_pib,1.1,FPM / FPE / IPI-EE,2,2010,0.02721269192161192
2.5-A,anual,pct_pib,1.1,FPM / FPE / IPI-EE,2,2011,0.02974392014130847
2.5-A,anual,pct_pib,1.1,FPM / FPE / IPI-EE,2,2012,0.027812770785554393
2.5-A,anual,pct_pib,1.1,FPM / FPE / IPI-EE,2,2013,0.026993939755683306
2.5-A,anual,pct_pib,1.1,FPM / FPE / IPI-EE,2,2014,0.027136915059715282
