tabela,periodicidade,unidade_tipo,codigo,descricao,nivel,periodo,valor
1.1,mensal,corrente,1,RECEITA TOTAL 1/,1,1997-01,12290.48402097
1.1,mensal,corrente,1,RECEITA TOTAL 1/,1,1997-02,11596.253605349999
1.1,mensal,corrente,1,RECEITA TOTAL 1/,1,1997-03,13069.057196370002
1.1,mensal,corrente,1,RECEITA TOTAL 1/,1,1997-04,13388.171682420005
1.1,mensal,corrente,1,RECEITA TOTAL 1/,1,1997-05,12508.213110380002
1.1,mensal,corrente,1,RECEITA TOTAL 1/,1,1997-06,11824.056829910003
1.1,mensal,corrente,1,RECEITA TOTAL 1/,1,1997-07,13248.000809469999
1.1,mensal,corrente,1,RECEITA TOTAL 1/,1,1997-08,13393.3543504
1.1,mensal,corrente,1,RECEITA TOTAL 1/,1,1997-09,12771.906180679995
1.1,mensal,corrente,1,RECEITA TOTAL 1/,1,1997-10,13497.085229590002
1.1,mensal,corrente,1,RECEITA TOTAL 1/,1,1997-11,12991.686654489999
1.1,mensal,corrente,1,RECEITA TOTAL 1/,1,1997-12,18434.105477189998
1.1,mensal,corrente,1,RECEITA TOTAL 1/,1,1998-01,15390.441466870003
1.1,mensal,corrente,1,RECEITA TOTAL 1/,1,1998-02,13199.191340049998
1.1,mensal,corrente,1,RECEITA TOTAL 1/,1,1998-03,17814.42420045
1.1,mensal,corrente,1,RECEITA TOTAL 1/,1,1998-04,15669.699987049993
1.1,mensal,corrente,1,RECEITA TOTAL 1/,1,1998-05,13517.95185123
1.1,mensal,corrente,1,RECEITA TOTAL 1/,1,1998-06,12474.79400794
1.1,mensal,corrente,1,RECEITA TOTAL 1/,1,1998-07,13744.35290572
1.1,mensal,corrente,1,RECEITA TOTAL 1/,1,1998-08,20363.908730990996
1.1,mensal,corrente,1,RECEITA TOTAL 1/,1,1998-09,13435.942530931
1.1,mensal,corrente,1,RECEITA TOTAL 1/,1,1998-10,13112.173313491001
1.1,mensal,corrente,1,RECEITA TOTAL 1/,1,1998-11,14546.424079400998
1.1,mensal,corrente,1,RECEITA TOTAL 1/,1,1998-12,20246.899803710003
1.1,mensal,corrente,1,RECEITA TOTAL 1/,1,1999-01,14994.903201819992
1.1,mensal,corrente,1,RECEITA TOTAL 1/,1,1999-02,16084.530203549999
1.1,mensal,corrente,1,RECEITA TOTAL 1/,1,1999-03,19747.915912177
1.1,mensal,corrente,1,RECEITA TOTAL 1/,1,1999-04,16224.478151329995
1.1,mensal,corrente,1,RECEITA TOTAL 1/,1,1999-05,14513.200761660008
1.1,mensal,corrente,1,RECEITA TOTAL 1/,1,1999-06,17662.848092169992
1.1,mensal,corrente,1,RECEITA TOTAL 1/,1,1999-07,17926.317905219992
1.1,mensal,corrente,1,RECEITA TOTAL 1/,1,1999-08,17648.3761223471
1.1,mensal,corrente,1,RECEITA TOTAL 1/,1,1999-09,18096.12409591701
1.1,mensal,corrente,1,RECEITA TOTAL 1/,1,1999-10,16474.548793369995
1.1,mensal,corrente,1,RECEITA TOTAL 1/,1,1999-11,17142.227499688997
1.1,mensal,corrente,1,RECEITA TOTAL 1/,1,1999-12,22868.06003188
1.1,mensal,corrente,1,RECEITA TOTAL 1/,1,2000-01,18304.835493427003
1.1,mensal,corrente,1,RECEITA TOTAL 1/,1,2000-02,17018.0819086039
1.1,mensal,corrente,1,RECEITA TOTAL 1/,1,2000-03,20072.893763165004
1.1,mensal,corrente,1,RECEITA TOTAL 1/,1,2000-04,18995.277422561998
1.1,mensal,corrente,1,RECEITA TOTAL 1/,1,2000-05,19185.126200910996
1.1,mensal,corrente,1,RECEITA TOTAL 1/,1,2000-06,18199.040499518997
1.1,mensal,corrente,1,RECEITA TOTAL 1/,1,2000-07,18559.047884637002
1.1,mensal,corrente,1,RECEITA TOTAL 1/,1,2000-08,20688.920243377004
1.1,mensal,corrente,1,RECEITA TOTAL 1/,1,2000-09,18747.605225178995
1.1,mensal,corrente,1,RECEITA TOTAL 1/,1,2000-10,19885.950213442004
1.1,mensal,corrente,1,RECEITA TOTAL 1/,1,2000-11,20029.439571732004
1.1,mensal,corrente,1,RECEITA TOTAL 1/,1,2000-12,25365.708033801006
1.1,mensal,corrente,1,RECEITA TOTAL 1/,1,2001-01,22546.738387341004
1.1,mensal,corrente,1,RECEITA TOTAL 1/,1,2001-02,18331.66412902051
1.1,mensal,corrente,1,RECEITA TOTAL 1/,1,2001-03,21516.401813981
1.1,mensal,corrente,1,RECEITA TOTAL 1/,1,2001-04,24456.011186938005
1.1,mensal,corrente,1,RECEITA TOTAL 1/,1,2001-05,23303.696681801
1.1,mensal,corrente,1,RECEITA TOTAL 1/,1,2001-06,20797.110256591
1.1,mensal,corrente,1,RECEITA TOTAL 1/,1,2001-07,21867.606778011006
1.1,mensal,corrente,1,RECEITA TOTAL 1/,1,2001-08,22460.77864939599
1.1,mensal,corrente,1,RECEITA TOTAL 1/,1,2001-09,21085.18666250909
1.1,mensal,corrente,1,RECEITA TOTAL 1/,1,2001-10,23373.299133199544
1.1,mensal,corrente,1,RECEITA TOTAL 1/,1,2001-11,22064.582117953018
