tabela,periodicidade,unidade_tipo,codigo,descricao,nivel,periodo,valor
2.4,anual,corrente,,CUSTEIO ADMINISTRATIVO (1 + 2 + 3 + 4 + 5 + 6 + 7 + 8 + 9),1,2011,32645.82978441196
2.4,anual,corrente,,CUSTEIO ADMINISTRATIVO (1 + 2 + 3 + 4 + 5 + 6 + 7 + 8 + 9),1,2012,35657.32944862553
2.4,anual,corrente,,CUSTEIO ADMINISTRATIVO (1 + 2 + 3 + 4 + 5 + 6 + 7 + 8 + 9),1,2013,37257.0437870345
2.4,anual,corrente,,CUSTEIO ADMINISTRATIVO (1 + 2 + 3 + 4 + 5 + 6 + 7 + 8 + 9),1,2014,41443.62076119704
2.4,anual,corrente,,CUSTEIO ADMINISTRATIVO (1 + 2 + 3 + 4 + 5 + 6 + 7 + 8 + 9),1,2015,42409.55073469363
2.4,anual,corrente,,CUSTEIO ADMINISTRATIVO (1 + 2 + 3 + 4 + 5 + 6 + 7 + 8 + 9),1,2016,49342.18555247147
2.4,anual,corrente,,CUSTEIO ADMINISTRATIVO (1 + 2 + 3 + 4 + 5 + 6 + 7 + 8 + 9),1,2017,44972.99698644516
2.4,anual,corrente,,CUSTEIO ADMINISTRATIVO (1 + 2 + 3 + 4 + 5 + 6 + 7 + 8 + 9),1,2018,46537.822546702504
2.4,anual,corrente,,CUSTEIO ADMINISTRATIVO (1 + 2 + 3 + 4 + 5 + 6 + 7 + 8 + 9),1,2019,46456.166560781305
2.4,anual,corrente,,CUSTEIO ADMINISTRATIVO (1 + 2 + 3 + 4 + 5 + 6 + 7 + 8 + 9),1,2020,45132.60948352413
2.4,anual,corrente,,CUSTEIO ADMINISTRATIVO (1 + 2 + 3 + 4 + 5 + 6 + 7 + 8 + 9),1,2021,45741.294144405016
2.4,anual,corrente,,CUSTEIO ADMINISTRATIVO (1 + 2 + 3 + 4 + 5 + 6 + 7 + 8 + 9),1,2022,51931.79376742234
2.4,anual,corrente,,CUSTEIO ADMINISTRATIVO (1 + 2 + 3 + 4 + 5 + 6 + 7 + 8 + 9),1,2023,57000.71439086696
2.4,anual,corrente,,CUSTEIO ADMINISTRATIVO (1 + 2 + 3 + 4 + 5 + 6 + 7 + 8 + 9),1,2024,61376.53549494152
2.4,anual,corrente,,CUSTEIO ADMINISTRATIVO (1 + 2 + 3 + 4 + 5 + 6 + 7 + 8 + 9),1,2025,68165.21042924958
2.4,anual,corrente,1,Serviços de Apoio,1,2011,15546.969860813444
2.4,anual,corrente,1,Serviços de Apoio,1,2012,17239.02131902147
2.4,anual,corrente,1,Serviços de Apoio,1,2013,16006.71298378318
2.4,anual,corrente,1,Serviços de Apoio,1,2014,18585.578963004773
2.4,anual,corrente,1,Serviços de Apoio,1,2015,19657.42511643166
2.4,anual,corrente,1,Serviços de Apoio,1,2016,22916.1932312687
2.4,anual,corrente,1,Serviços de Apoio,1,2017,20504.071245868567
2.4,anual,corrente,1,Serviços de Apoio,1,2018,20598.530666968807
2.4,anual,corrente,1,Serviços de Apoio,1,2019,20082.937293438154
2.4,anual,corrente,1,Serviços de Apoio,1,2020,21061.432643312473
2.4,anual,corrente,1,Serviços de Apoio,1,2021,20891.737513158918
2.4,anual,corrente,1,Serviços de Apoio,1,2022,23382.62091089699
2.4,anual,corrente,1,Serviços de Apoio,1,2023,25993.288691668866
2.4,anual,corrente,1,Serviços de Apoio,1,2024,28626.651863853614
2.4,anual,corrente,1,Serviços de Apoio,1,2025,31881.967949706428
2.4,anual,corrente,1.1,Contratação Temporária,2,2011,396.9832156826859
2.4,anual,corrente,1.1,Contratação Temporária,2,2012,435.12468546158
2.4,anual,corrente,1.1,Contratação Temporária,2,2013,235.11483068809602
2.4,anual,corrente,1.1,Contratação Temporária,2,2014,257.878656493318
2.4,anual,corrente,1.1,Contratação Temporária,2,2015,209.59098236322401
2.4,anual,corrente,1.1,Contratação Temporária,2,2016,220.20540135464898
2.4,anual,corrente,1.1,Contratação Temporária,2,2017,367.95358380612004
2.4,anual,corrente,1.1,Contratação Temporária,2,2018,444.759679050068
2.4,anual,corrente,1.1,Contratação Temporária,2,2019,220.07512234917
2.4,anual,corrente,1.1,Contratação Temporária,2,2020,272.68188018525296
2.4,anual,corrente,1.1,Contratação Temporária,2,2021,317.23021118670505
2.4,anual,corrente,1.1,Contratação Temporária,2,2022,1345.4110403595291
2.4,anual,corrente,1.1,Contratação Temporária,2,2023,839.15160550172
2.4,anual,corrente,1.1,Contratação Temporária,2,2024,566.7378508814161
2.4,anual,corrente,1.1,Contratação Temporária,2,2025,647.21890021264
2.4,anual,corrente,1.2,Locações de Mão-de-Obra e Terceirização,2,2011,978.0820285823711
2.4,anual,corrente,1.2,Locações de Mão-de-Obra e Terceirização,2,2012,1205.3825699180256
2.4,anual,corrente,1.2,Locações de Mão-de-Obra e Terceirização,2,2013,880.6536250695702
2.4,anual,corrente,1.2,Locações de Mão-de-Obra e Terceirização,2,2014,988.1286360981165
2.4,anual,corrente,1.2,Locações de Mão-de-Obra e Terceirização,2,2015,1201.9764529069014
2.4,anual,corrente,1.2,Locações de Mão-de-Obra e Terceirização,2,2016,1244.576687870379
2.4,anual,corrente,1.2,Locações de Mão-de-Obra e Terceirização,2,2017,1252.1289191864741
2.4,anual,corrente,1.2,Locações de Mão-de-Obra e Terceirização,2,2018,1265.0960391834974
2.4,anual,corrente,1.2,Locações de Mão-de-Obra e Terceirização,2,2019,1300.1306284925665
2.4,anual,corrente,1.2,Locações de Mão-de-Obra e Terceirização,2,2020,1241.4459452661292
2.4,anual,corrente,1.2,Locações de Mão-de-Obra e Terceirização,2,2021,1211.174740913396
2.4,anual,corrente,1.2,Locações de Mão-de-Obra e Terceirização,2,2022,1530.5907438250351
2.4,anual,corrente,1.2,Locações de Mão-de-Obra e Terceirização,2,2023,1991.0276685752344
2.4,anual,corrente,1.2,Locações de Mão-de-Obra e Terceirização,2,2024,2228.09463402664
2.4,anual,corrente,1.2,Locações de Mão-de-Obra e Terceirização,2,2025,2484.078220768473
2.4,anual,corrente,1.3,Serviços de Limpeza e Conservação,2,2011,1422.2832500287047
2.4,anual,corrente,1.3,Serviços de Limpeza e Conservação,2,2012,1633.7548065345568
2.4,anual,corrente,1.3,Serviços de Limpeza e Conservação,2,2013,2136.123308830435
2.4,anual,corrente,1.3,Serviços de Limpeza e Conservação,2,2014,2450.1517286805333
2.4,anual,corrente,1.3,Serviços de Limpeza e Conservação,2,2015,2605.988917298746
2.4,anual,corrente,1.3,Serviços de Limpeza e Conservação,2,2016,2976.414236845021
2.4,anual,corrente,1.3,Serviços de Limpeza e Conservação,2,2017,3005.8629786379643
2.4,anual,corrente,1.3,Serviços de Limpeza e Conservação,2,2018,3044.6293589284546
2.4,anual,corrente,1.3,Serviços de Limpeza e Conservação,2,2019,3087.942823946738
2.4,anual,corrente,1.3,Serviços de Limpeza e Conservação,2,2020,2988.0408258196367
2.4,anual,corrente,1.3,Serviços de Limpeza e Conservação,2,2021,3014.6778502062716
2.4,anual,corrente,1.3,Serviços de Limpeza e Conservação,2,2022,3207.693882267995
2.4,anual,corrente,1.3,Serviços de Limpeza e Conservação,2,2023,3812.4624011793157
2.4,anual,corrente,1.3,Serviços de Limpeza e Conservação,2,2024,3832.7581213621957
2.4,anual,corrente,1.3,Serviços de Limpeza e Conservação,2,2025,4022.9701413753983
2.4,anual,corrente,1.4,Vigilância Ostensiva,2,2011,1482.2118378491455
2.4,anual,corrente,1.4,Vigilância Ostensiva,2,2012,1758.4351081067439
2.4,anual,corrente,1.4,Vigilância Ostensiva,2,2013,2370.833793354942
2.4,anual,corrente,1.4,Vigilância Ostensiva,2,2014,2828.9158928218267
2.4,anual,corrente,1.4,Vigilância Ostensiva,2,2015,2974.6554075830827
2.4,anual,corrente,1.4,Vigilância Ostensiva,2,2016,3296.427335672901
2.4,anual,corrente,1.4,Vigilância Ostensiva,2,2017,3129.22520222438
2.4,anual,corrente,1.4,Vigilância Ostensiva,2,2018,3114.8063929834534
2.4,anual,corrente,1.4,Vigilância Ostensiva,2,2019,3094.0937110735235
2.4,anual,corrente,1.4,Vigilância Ostensiva,2,2020,2899.672178435896
2.4,anual,corrente,1.4,Vigilância Ostensiva,2,2021,2975.1084309029256
2.4,anual,corrente,1.4,Vigilância Ostensiva,2,2022,3131.2727973248316
