tabela,periodicidade,unidade_tipo,codigo,descricao,nivel,periodo,valor
1.6,mensal,corrente,1,RECEITA TOTAL1/,1,2021-07,167200.72039072996
1.6,mensal,corrente,1,RECEITA TOTAL1/,1,2021-08,150897.20234029
1.6,mensal,corrente,1,RECEITA TOTAL1/,1,2021-09,151814.11461483
1.6,mensal,corrente,1,RECEITA TOTAL1/,1,2021-10,182822.00288110002
1.6,mensal,corrente,1,RECEITA TOTAL1/,1,2021-11,167826.49924546998
1.6,mensal,corrente,1,RECEITA TOTAL1/,1,2021-12,211557.37857101
1.6,mensal,corrente,1,RECEITA TOTAL1/,1,2022-01,236577.28112066997
1.6,mensal,corrente,1,RECEITA TOTAL1/,1,2022-02,165317.55611149
1.6,mensal,corrente,1,RECEITA TOTAL1/,1,2022-03,169458.42346991
1.6,mensal,corrente,1,RECEITA TOTAL1/,1,2022-04,198650.36795188993
1.6,mensal,corrente,1,RECEITA TOTAL1/,1,2022-05,172882.11479371003
1.6,mensal,corrente,1,RECEITA TOTAL1/,1,2022-06,224262.29122914
1.6,mensal,corrente,1,RECEITA TOTAL1/,1,2022-07,199958.43688175996
1.6,mensal,corrente,1,RECEITA TOTAL1/,1,2022-08,179272.06998564
1.6,mensal,corrente,1,RECEITA TOTAL1/,1,2022-09,177722.03570463994
1.6,mensal,corrente,1,RECEITA TOTAL1/,1,2022-10,203281.7061183
1.6,mensal,corrente,1,RECEITA TOTAL1/,1,2022-11,168455.76799042002
1.6,mensal,corrente,1,RECEITA TOTAL1/,1,2022-12,217467.37448446
1.6,mensal,corrente,1,RECEITA TOTAL1/,1,2023-01,257577.65783589
1.6,mensal,corrente,1,RECEITA TOTAL1/,1,2023-02,153604.01701811003
1.6,mensal,corrente,1,RECEITA TOTAL1/,1,2023-03,176784.22984754
1.6,mensal,corrente,1,RECEITA TOTAL1/,1,2023-04,204154.39035787003
1.6,mensal,corrente,1,RECEITA TOTAL1/,1,2023-05,186752.90795472002
1.6,mensal,corrente,1,RECEITA TOTAL1/,1,2023-06,180196.55448727004
1.6,mensal,corrente,1,RECEITA TOTAL1/,1,2023-07,193718.45287102
1.6,mensal,corrente,1,RECEITA TOTAL1/,1,2023-08,170690.99855766
1.6,mensal,corrente,1,RECEITA TOTAL1/,1,2023-09,201484.00227496
1.6,mensal,corrente,1,RECEITA TOTAL1/,1,2023-10,212628.34479699002
1.6,mensal,corrente,1,RECEITA TOTAL1/,1,2023-11,179914.96681479
1.6,mensal,corrente,1,RECEITA TOTAL1/,1,2023-12,235925.72021168002
